store, eta, time
6489,20-30,2022-12-24 06:01:14
6495,15-25,2022-12-24 06:01:14
6497,14-24,2022-12-24 06:01:14
6490,35-45,2022-12-24 06:01:14
6496,20-35,2022-12-24 06:01:14
6501,22-32,2022-12-24 05:01:14
6499,15-25,2022-12-24 06:01:14
6498,25-40,2022-12-24 06:01:14
6502,22-32,2022-12-24 05:01:14
6506,15-25,2022-12-24 06:01:14
6500,12-27,2022-12-24 06:01:14
6503,20-30,2022-12-24 06:01:14
6504,45-60,2022-12-24 06:01:14
6507,20-30,2022-12-24 05:01:15
6505,15-25,2022-12-24 06:01:14
6510,20-30,2022-12-24 05:01:15
6509,15-25,2022-12-24 05:01:15
6512,20-30,2022-12-24 05:01:15
6514,30-45,2022-12-24 05:01:15
6508,16-26,2022-12-24 06:01:15
6513,20-30,2022-12-24 05:01:15
6511,15-25,2022-12-24 05:01:15
6516,20-30,2022-12-24 06:01:15
6517,20-30,2022-12-24 05:01:15
6519,30-40,2022-12-24 05:01:15
6515,15-25,2022-12-24 05:01:15
6520,15-25,2022-12-24 05:01:15
6518,25-35,2022-12-24 05:01:15
6521,24-39,2022-12-24 05:01:15
6528,13-23,2022-12-24 05:01:16
6522,22-32,2022-12-24 05:01:15
6523,20-27,2022-12-24 05:01:15
6525,20-30,2022-12-24 05:01:15
6531,14-24,2022-12-24 05:01:16
6530,15-25,2022-12-24 05:01:16
6529,15-25,2022-12-24 05:01:16
6536,23-33,2022-12-24 05:01:16
6535,30-40,2022-12-24 05:01:16
6538,30-45,2022-12-24 05:01:16
6527,,2022-12-24 05:01:44
6532,15-25,2022-12-24 05:01:16
6533,15-25,2022-12-24 05:01:16
6524,20-27,2022-12-24 05:01:15
6534,35-50,2022-12-24 05:01:16
6543,20-30,2022-12-24 06:01:16
6542,23-33,2022-12-24 05:01:16
6537,15-25,2022-12-24 05:01:16
6544,15-25,2022-12-24 05:01:16
6540,25-40,2022-12-24 05:01:16
6546,15-25,2022-12-24 05:01:16
6545,15-25,2022-12-24 05:01:16
6539,15-25,2022-12-24 05:01:16
6547,15-25,2022-12-24 05:01:16
6550,20-30,2022-12-24 05:01:16
6548,15-25,2022-12-24 05:01:16
6549,10-15,2022-12-24 06:01:16
6551,25-35,2022-12-24 05:01:17
6553,15-25,2022-12-24 05:01:17
6552,12-22,2022-12-24 05:01:17
6555,20-30,2022-12-24 05:01:17
6556,20-30,2022-12-24 06:01:17
6558,20-30,2022-12-24 06:01:17
6559,15-25,2022-12-24 06:01:17
6561,20-30,2022-12-24 06:01:17
6554,20-30,2022-12-24 06:01:17
6563,12-22,2022-12-24 06:01:17
6562,15-25,2022-12-24 06:01:17
6560,15-25,2022-12-24 06:01:17
6567,20-30,2022-12-24 06:01:17
6571,14-24,2022-12-24 06:01:17
6566,16-26,2022-12-24 06:01:17
6568,13-23,2022-12-24 06:01:17
6564,15-25,2022-12-24 06:01:17
6557,18-33,2022-12-24 06:01:17
6569,12-22,2022-12-24 06:01:17
6575,25-35,2022-12-24 06:01:17
6570,13-28,2022-12-24 06:01:17
6574,15-25,2022-12-24 06:01:17
6565,18-28,2022-12-24 06:01:17
6572,20-30,2022-12-24 06:01:17
6580,20-30,2022-12-24 06:01:18
6577,20-30,2022-12-24 06:01:18
6581,20-30,2022-12-24 06:01:18
6578,20-30,2022-12-24 06:01:18
6579,12-22,2022-12-24 06:01:18
6584,15-25,2022-12-24 06:01:18
6583,15-25,2022-12-24 06:01:18
6587,13-23,2022-12-24 06:01:18
6585,12-22,2022-12-24 06:01:18
6586,20-30,2022-12-24 06:01:18
6595,20-30,2022-12-24 05:01:18
6594,15-25,2022-12-24 06:01:18
6589,19-29,2022-12-24 06:01:18
6592,14-27,2022-12-24 06:01:18
6590,15-25,2022-12-24 06:01:18
6591,30-45,2022-12-24 06:01:18
6600,20-30,2022-12-24 06:01:20
6597,14-24,2022-12-24 05:01:18
6601,15-25,2022-12-24 06:01:19
6602,20-20,2022-12-24 06:01:19
6593,20-35,2022-12-24 06:01:18
6603,20-30,2022-12-24 06:01:19
6582,20-30,2022-12-24 06:01:18
6573,15-25,2022-12-24 06:01:17
6609,20-30,2022-12-24 06:01:19
6604,12-22,2022-12-24 06:01:19
6588,15-25,2022-12-24 06:01:18
6606,13-28,2022-12-24 06:01:19
6610,20-30,2022-12-24 06:01:19
6607,20-30,2022-12-24 06:01:19
6608,15-25,2022-12-24 06:01:19
6611,17-27,2022-12-24 06:01:19
6612,20-30,2022-12-24 06:01:19
6615,20-30,2022-12-24 06:01:19
6613,15-25,2022-12-24 06:01:19
6619,20-30,2022-12-24 06:01:19
6617,15-25,2022-12-24 06:01:19
6605,20-30,2022-12-24 06:01:19
6616,20-30,2022-12-24 06:01:20
6624,13-23,2022-12-24 06:01:19
6618,13-23,2022-12-24 06:01:19
6620,25-25,2022-12-24 06:01:19
6614,,2022-12-24 06:01:48
6625,14-24,2022-12-24 06:01:20
6621,15-25,2022-12-24 06:01:19
6622,15-25,2022-12-24 06:01:19
6626,11-21,2022-12-24 06:01:20
6627,16-26,2022-12-24 06:01:20
6631,20-30,2022-12-24 06:01:20
6630,15-25,2022-12-24 06:01:20
6629,20-30,2022-12-24 06:01:20
6628,20-30,2022-12-24 06:01:20
6632,20-35,2022-12-24 06:01:20
6623,13-23,2022-12-24 06:01:20
6633,13-23,2022-12-24 06:01:20
6638,15-25,2022-12-24 06:01:20
6640,15-30,2022-12-24 06:01:20
6634,13-23,2022-12-24 06:01:20
6637,12-22,2022-12-24 06:01:20
6639,30-40,2022-12-24 06:01:22
6643,12-22,2022-12-24 06:01:20
6636,20-30,2022-12-24 06:01:20
6635,12-22,2022-12-24 06:01:20
6644,20-30,2022-12-24 06:01:20
6646,15-25,2022-12-24 06:01:20
6641,15-25,2022-12-24 06:01:20
6642,14-24,2022-12-24 06:01:20
6650,20-30,2022-12-24 06:01:21
6647,13-23,2022-12-24 06:01:20
6648,15-25,2022-12-24 06:01:21
6652,11-21,2022-12-24 06:01:21
6656,20-30,2022-12-24 06:01:21
6645,13-23,2022-12-24 06:01:21
6649,20-30,2022-12-24 06:01:21
6651,20-30,2022-12-24 06:01:21
6657,15-25,2022-12-24 06:01:21
6654,11-21,2022-12-24 06:01:21
6662,20-35,2022-12-24 06:01:21
6661,20-30,2022-12-24 06:01:21
6658,20-35,2022-12-24 06:01:24
6660,20-30,2022-12-24 06:01:21
6655,19-29,2022-12-24 06:01:21
6653,13-23,2022-12-24 06:01:21
6663,14-24,2022-12-24 06:01:21
6659,18-28,2022-12-24 06:01:21
6669,20-35,2022-12-24 06:01:22
6666,14-24,2022-12-24 06:01:21
6668,13-23,2022-12-24 06:01:21
6664,15-25,2022-12-24 06:01:21
6675,20-30,2022-12-24 06:01:22
6671,20-30,2022-12-24 06:01:22
6673,15-25,2022-12-24 06:01:22
6667,17-27,2022-12-24 06:01:21
6672,20-30,2022-12-24 06:01:22
6670,14-24,2022-12-24 06:01:21
6674,16-26,2022-12-24 06:01:22
6678,20-30,2022-12-24 06:01:22
6679,12-22,2022-12-24 06:01:22
6676,15-25,2022-12-24 06:01:22
6665,17-27,2022-12-24 06:01:21
6682,18-28,2022-12-24 06:01:22
6681,20-30,2022-12-24 06:01:22
6680,15-25,2022-12-24 06:01:22
6684,15-25,2022-12-24 06:01:22
6686,17-27,2022-12-24 06:01:22
6689,15-25,2022-12-24 06:01:22
6685,19-29,2022-12-24 06:01:22
6688,25-35,2022-12-24 06:01:22
6690,16-26,2022-12-24 06:01:22
6687,15-25,2022-12-24 06:01:22
6683,20-30,2022-12-24 06:01:22
6693,20-30,2022-12-24 06:01:23
6696,20-30,2022-12-24 06:01:23
6695,16-26,2022-12-24 06:01:23
6697,15-25,2022-12-24 06:01:23
6692,20-30,2022-12-24 06:01:22
6694,15-25,2022-12-24 06:01:23
6677,15-25,2022-12-24 06:01:22
6701,18-28,2022-12-24 06:01:23
6691,15-25,2022-12-24 06:01:22
6700,19-29,2022-12-24 06:01:23
6703,20-30,2022-12-24 06:01:23
6707,18-28,2022-12-24 06:01:23
6702,20-30,2022-12-24 06:01:23
6706,14-24,2022-12-24 06:01:23
6705,18-28,2022-12-24 06:01:23
6704,18-28,2022-12-24 06:01:23
6709,20-30,2022-12-24 06:01:23
6708,17-27,2022-12-24 06:01:23
6712,16-26,2022-12-24 06:01:24
6713,15-25,2022-12-24 06:01:23
6714,20-30,2022-12-24 06:01:23
6710,15-25,2022-12-24 06:01:23
6716,18-28,2022-12-24 06:01:24
6719,15-25,2022-12-24 06:01:24
6717,15-25,2022-12-24 06:01:24
6715,15-25,2022-12-24 06:01:23
6726,15-25,2022-12-24 06:01:24
6698,20-30,2022-12-24 06:01:23
6728,15-27,2022-12-24 06:01:24
6718,20-30,2022-12-24 06:01:26
6723,20-30,2022-12-24 06:01:24
6730,20-30,2022-12-24 06:01:24
6722,15-25,2022-12-24 06:01:24
6721,15-25,2022-12-24 06:01:24
6724,26-36,2022-12-24 06:01:24
6729,15-25,2022-12-24 06:01:24
6731,12-22,2022-12-24 06:01:24
6727,12-22,2022-12-24 06:01:24
6734,15-25,2022-12-24 06:01:24
6738,20-30,2022-12-24 06:01:25
6732,14-24,2022-12-24 06:01:24
6725,20-30,2022-12-24 06:01:24
6720,15-25,2022-12-24 06:01:24
6739,20-30,2022-12-24 06:01:25
6711,15-25,2022-12-24 06:01:23
6736,20-30,2022-12-24 06:01:24
6740,20-30,2022-12-24 06:01:25
6737,15-25,2022-12-24 06:01:24
6735,20-30,2022-12-24 06:01:24
6741,13-28,2022-12-24 06:01:25
6744,15-25,2022-12-24 06:01:25
6742,20-30,2022-12-24 06:01:25
6747,20-21,2022-12-24 06:01:25
6748,15-25,2022-12-24 06:01:25
6733,14-24,2022-12-24 06:01:24
6745,15-25,2022-12-24 06:01:25
6746,20-30,2022-12-24 06:01:25
6753,15-27,2022-12-24 06:01:25
6751,20-32,2022-12-24 06:01:25
6749,21-26,2022-12-24 06:01:25
6758,20-32,2022-12-24 06:01:25
6750,15-29,2022-12-24 06:01:25
6754,13-23,2022-12-24 06:01:25
6755,30-42,2022-12-24 06:01:25
6752,20-35,2022-12-24 06:01:25
6759,15-25,2022-12-24 06:01:25
6757,15-30,2022-12-24 06:01:25
6761,14-24,2022-12-24 06:01:25
6760,20-35,2022-12-24 06:01:25
6763,12-22,2022-12-24 06:01:26
6756,15-27,2022-12-24 06:01:25
6762,20-35,2022-12-24 06:01:26
6765,26-36,2022-12-24 06:01:26
6767,15-25,2022-12-24 06:01:26
6766,15-25,2022-12-24 06:01:26
6769,20-30,2022-12-24 06:01:26
6768,20-30,2022-12-24 06:01:26
6771,20-30,2022-12-24 06:01:26
6770,13-23,2022-12-24 06:01:26
6764,20-35,2022-12-24 06:01:25
6772,20-30,2022-12-24 06:01:26
6774,13-23,2022-12-24 06:01:26
6773,16-26,2022-12-24 06:01:26
6775,20-30,2022-12-24 06:01:26
6776,20-30,2022-12-24 06:01:26
6777,13-23,2022-12-24 06:01:26
6781,15-25,2022-12-24 06:01:26
6779,14-24,2022-12-24 06:01:26
6780,20-30,2022-12-24 06:01:26
6778,13-23,2022-12-24 06:01:26
6782,14-24,2022-12-24 06:01:26
6784,20-30,2022-12-24 06:01:27
6786,19-29,2022-12-24 06:01:27
6785,15-25,2022-12-24 06:01:27
6783,14-24,2022-12-24 06:01:26
6792,20-30,2022-12-24 06:01:27
6788,20-30,2022-12-24 06:01:27
6787,17-27,2022-12-24 06:01:27
6791,16-26,2022-12-24 06:01:27
6790,19-29,2022-12-24 06:01:27
6793,18-33,2022-12-24 06:01:27
6789,,2022-12-24 06:01:33
6795,15-25,2022-12-24 06:01:27
6794,14-24,2022-12-24 06:01:27
6797,15-25,2022-12-24 06:01:27
6803,15-25,2022-12-24 06:01:27
6796,20-30,2022-12-24 06:01:27
6805,15-25,2022-12-24 06:01:27
6807,16-26,2022-12-24 06:01:27
6801,45-55,2022-12-24 06:01:27
6802,45-55,2022-12-24 06:01:27
6804,20-30,2022-12-24 06:01:27
6806,12-27,2022-12-24 06:01:27
6808,20-30,2022-12-24 06:01:28
6811,15-25,2022-12-24 06:01:28
6810,14-24,2022-12-24 06:01:28
6813,13-23,2022-12-24 06:01:28
6809,16-31,2022-12-24 06:01:27
6814,13-23,2022-12-24 06:01:28
6812,14-24,2022-12-24 06:01:28
6816,15-30,2022-12-24 06:01:28
6819,15-30,2022-12-24 06:01:28
6817,30-40,2022-12-24 06:01:28
6821,20-35,2022-12-24 06:01:28
6825,25-35,2022-12-24 06:01:28
6818,20-30,2022-12-24 06:01:28
6815,17-27,2022-12-24 06:01:28
6822,15-25,2022-12-24 06:01:28
6820,15-25,2022-12-24 06:01:28
6824,15-25,2022-12-24 06:01:28
6826,14-24,2022-12-24 06:01:28
6828,15-25,2022-12-24 06:01:28
6831,15-25,2022-12-24 06:01:29
6829,12-22,2022-12-24 06:01:29
6827,30-40,2022-12-24 06:01:28
6835,12-22,2022-12-24 06:01:29
6834,15-25,2022-12-24 06:01:29
6830,12-22,2022-12-24 06:01:29
6800,16-26,2022-12-24 06:01:27
6832,15-25,2022-12-24 06:01:29
6836,12-19,2022-12-24 06:01:29
6833,18-33,2022-12-24 06:01:29
6837,20-30,2022-12-24 06:01:29
6838,15-25,2022-12-24 06:01:29
6840,25-35,2022-12-24 06:01:29
6844,20-30,2022-12-24 06:01:29
6839,12-22,2022-12-24 06:01:30
6823,15-25,2022-12-24 06:01:28
6842,24-34,2022-12-24 06:01:29
6846,20-30,2022-12-24 06:01:29
6845,15-25,2022-12-24 06:01:29
6841,20-30,2022-12-24 06:01:29
6851,15-25,2022-12-24 06:01:29
6843,20-30,2022-12-24 06:01:29
6847,15-25,2022-12-24 06:01:29
6850,20-30,2022-12-24 06:01:29
6849,20-30,2022-12-24 06:01:29
6852,20-30,2022-12-24 06:01:30
6855,13-23,2022-12-24 06:01:29
6853,15-25,2022-12-24 06:01:30
6854,13-23,2022-12-24 06:01:29
6848,11-21,2022-12-24 06:01:29
6856,15-25,2022-12-24 06:01:29
6861,15-25,2022-12-24 06:01:30
6860,20-35,2022-12-24 06:01:30
6857,15-25,2022-12-24 06:01:30
6859,15-25,2022-12-24 06:01:30
6863,20-30,2022-12-24 06:01:30
6858,14-24,2022-12-24 06:01:30
6864,20-30,2022-12-24 06:01:30
6865,25-35,2022-12-24 06:01:30
6868,16-26,2022-12-24 06:01:30
6869,12-22,2022-12-24 06:01:30
6867,20-30,2022-12-24 06:01:30
6862,15-25,2022-12-24 06:01:30
6870,25-35,2022-12-24 06:01:31
6876,12-27,2022-12-24 06:01:31
6872,20-30,2022-12-24 06:01:30
6873,15-25,2022-12-24 06:01:30
6874,20-30,2022-12-24 06:01:30
6878,15-25,2022-12-24 06:01:31
6880,15-25,2022-12-24 05:01:31
6866,20-30,2022-12-24 06:01:30
6881,17-27,2022-12-24 06:01:31
6871,20-30,2022-12-24 06:01:30
6877,10-15,2022-12-24 06:01:31
6879,20-30,2022-12-24 06:01:31
6875,21-31,2022-12-24 06:01:31
6892,20-35,2022-12-24 05:01:31
6886,30-40,2022-12-24 05:01:31
6891,22-32,2022-12-24 05:01:31
6893,20-30,2022-12-24 06:01:31
6896,20-30,2022-12-24 06:01:31
6882,18-28,2022-12-24 06:01:31
6884,15-25,2022-12-24 05:01:31
6887,15-25,2022-12-24 05:01:31
6885,12-27,2022-12-24 06:01:31
6889,19-29,2022-12-24 05:01:31
6890,15-25,2022-12-24 05:01:31
6894,15-25,2022-12-24 06:01:31
6888,20-30,2022-12-24 05:01:31
6895,30-40,2022-12-24 06:01:31
6897,14-24,2022-12-24 06:01:31
6901,15-25,2022-12-24 06:01:32
6903,20-30,2022-12-24 06:01:32
6906,20-30,2022-12-24 06:01:32
6905,17-27,2022-12-24 06:01:32
6902,20-30,2022-12-24 06:01:31
6909,30-40,2022-12-24 06:01:32
6907,20-30,2022-12-24 06:01:32
6911,15-30,2022-12-24 06:01:32
6915,13-23,2022-12-24 06:01:32
6904,20-30,2022-12-24 06:01:32
6914,25-40,2022-12-24 06:01:32
6908,30-40,2022-12-24 06:01:32
6912,14-24,2022-12-24 06:01:32
6900,12-27,2022-12-24 06:01:31
6920,30-40,2022-12-24 06:01:32
6919,15-25,2022-12-24 06:01:32
6921,25-35,2022-12-24 06:01:32
6917,20-30,2022-12-24 06:01:32
6918,20-35,2022-12-24 06:01:32
6925,19-29,2022-12-24 06:01:33
6929,12-22,2022-12-24 06:01:33
6926,15-30,2022-12-24 06:01:33
6922,15-25,2022-12-24 06:01:32
6924,15-30,2022-12-24 06:01:33
6910,,2022-12-24 06:02:01
6928,12-19,2022-12-24 06:01:33
6923,14-24,2022-12-24 06:01:32
6927,15-25,2022-12-24 06:01:33
6930,15-25,2022-12-24 06:01:33
6931,15-20,2022-12-24 06:01:33
6933,15-25,2022-12-24 06:01:33
6939,20-30,2022-12-24 06:01:33
6913,12-22,2022-12-24 06:01:32
6932,20-35,2022-12-24 06:01:33
6938,20-30,2022-12-24 06:01:33
6937,15-30,2022-12-24 06:01:33
6936,15-25,2022-12-24 06:01:33
6941,20-30,2022-12-24 06:01:33
6934,12-22,2022-12-24 06:01:33
6942,20-30,2022-12-24 06:01:33
6948,20-30,2022-12-24 06:01:34
6949,20-30,2022-12-24 06:01:34
6943,12-22,2022-12-24 06:01:33
6951,20-30,2022-12-24 06:01:34
6940,20-30,2022-12-24 06:01:33
6944,20-30,2022-12-24 06:01:33
6945,15-25,2022-12-24 06:01:33
6953,20-30,2022-12-24 06:01:34
6935,21-26,2022-12-24 06:01:33
6954,15-25,2022-12-24 06:01:34
6950,35-45,2022-12-24 06:01:34
6946,20-30,2022-12-24 06:01:33
6958,15-25,2022-12-24 06:01:34
6947,20-30,2022-12-24 06:01:34
6916,15-25,2022-12-24 06:01:32
6956,20-30,2022-12-24 06:01:34
6952,13-28,2022-12-24 06:01:34
6962,30-40,2022-12-24 06:01:34
6960,14-24,2022-12-24 06:01:34
6961,20-30,2022-12-24 06:01:36
6965,18-28,2022-12-24 06:01:34
6963,10-25,2022-12-24 06:01:34
6966,20-30,2022-12-24 06:01:34
6957,10-20,2022-12-24 06:01:34
6959,17-27,2022-12-24 06:01:34
6955,15-25,2022-12-24 06:01:34
6967,20-30,2022-12-24 06:01:34
6968,15-25,2022-12-24 06:01:35
6971,15-25,2022-12-24 06:01:35
6973,12-27,2022-12-24 06:01:35
6975,12-22,2022-12-24 06:01:35
6976,12-22,2022-12-24 06:01:35
6978,21-26,2022-12-24 06:01:35
6974,12-22,2022-12-24 06:01:35
6970,18-33,2022-12-24 06:01:35
6969,20-30,2022-12-24 06:01:34
6982,20-30,2022-12-24 06:01:35
6983,12-27,2022-12-24 06:01:35
6972,50-60,2022-12-24 06:01:35
6964,20-30,2022-12-24 06:01:34
6980,20-35,2022-12-24 06:01:35
6981,30-40,2022-12-24 06:01:35
6979,12-27,2022-12-24 06:01:35
6977,15-30,2022-12-24 06:01:35
6984,12-27,2022-12-24 06:01:35
6986,15-25,2022-12-24 06:01:35
6985,,2022-12-24 06:02:04
6990,13-28,2022-12-24 06:01:35
6994,12-22,2022-12-24 06:01:36
6991,14-24,2022-12-24 06:01:35
6993,20-30,2022-12-24 06:01:36
6995,15-25,2022-12-24 06:01:36
6992,12-22,2022-12-24 06:01:36
6989,20-30,2022-12-24 06:01:35
6988,12-22,2022-12-24 06:01:35
7001,30-40,2022-12-24 05:01:36
6996,12-27,2022-12-24 06:01:36
6987,30-40,2022-12-24 06:01:35
7000,15-27,2022-12-24 04:01:36
7002,20-30,2022-12-24 05:01:36
7003,30-45,2022-12-24 05:01:36
7014,30-35,2022-12-24 05:01:36
7006,30-40,2022-12-24 05:01:36
7007,14-29,2022-12-24 05:01:36
7009,20-30,2022-12-24 05:01:36
7010,30-40,2022-12-24 05:01:36
7012,30-40,2022-12-24 05:01:36
7005,15-25,2022-12-24 05:01:36
7008,24-39,2022-12-24 05:01:36
7017,20-35,2022-12-24 05:01:37
7004,20-30,2022-12-24 05:01:36
7015,20-30,2022-12-24 05:01:36
7011,20-30,2022-12-24 05:01:36
7016,20-30,2022-12-24 05:01:36
7020,20-35,2022-12-24 04:01:37
7028,15-25,2022-12-24 04:01:37
7022,12-24,2022-12-24 04:01:37
7019,20-32,2022-12-24 04:01:37
7030,20-30,2022-12-24 04:01:37
7021,18-28,2022-12-24 04:01:37
7027,20-30,2022-12-24 04:01:37
7024,18-28,2022-12-24 04:01:37
7029,30-35,2022-12-24 05:01:37
7035,20-30,2022-12-24 04:01:37
7018,12-24,2022-12-24 04:01:37
7026,30-40,2022-12-24 05:01:37
7031,30-40,2022-12-24 04:01:38
7025,19-29,2022-12-24 05:01:37
7023,20-32,2022-12-24 04:01:37
7032,30-40,2022-12-24 04:01:37
7039,22-32,2022-12-24 04:01:37
7037,20-32,2022-12-24 04:01:37
7038,30-40,2022-12-24 04:01:37
7040,15-21,2022-12-24 04:01:37
7041,20-30,2022-12-24 04:01:38
7047,19-31,2022-12-24 04:01:38
7045,15-25,2022-12-24 04:01:38
7043,15-25,2022-12-24 04:01:38
7042,20-30,2022-12-24 04:01:38
7044,17-27,2022-12-24 04:01:38
7036,20-30,2022-12-24 04:01:37
7051,15-27,2022-12-24 04:01:38
7046,15-30,2022-12-24 04:01:38
7049,20-30,2022-12-24 04:01:38
7056,15-25,2022-12-24 04:01:38
7052,20-30,2022-12-24 04:01:38
7050,20-30,2022-12-24 04:01:38
7058,12-22,2022-12-24 04:01:38
7053,12-24,2022-12-24 04:01:38
7057,12-24,2022-12-24 04:01:38
7055,15-25,2022-12-24 04:01:38
7062,15-30,2022-12-24 04:01:38
7048,20-35,2022-12-24 04:01:38
7065,30-35,2022-12-24 05:01:38
7059,15-25,2022-12-24 04:01:38
7063,30-40,2022-12-24 04:01:38
7060,15-30,2022-12-24 04:01:38
7054,15-25,2022-12-24 04:01:38
7067,15-25,2022-12-24 04:01:39
7068,50-60,2022-12-24 04:01:39
7069,19-29,2022-12-24 04:01:39
7066,20-25,2022-12-24 05:01:39
7072,15-25,2022-12-24 04:01:39
7076,15-25,2022-12-24 04:01:39
7070,17-27,2022-12-24 04:01:39
7073,20-30,2022-12-24 04:01:39
7078,15-25,2022-12-24 04:01:39
7083,15-25,2022-12-24 04:01:39
7079,15-25,2022-12-24 04:01:39
7077,17-29,2022-12-24 04:01:39
7082,25-37,2022-12-24 04:01:39
7084,12-24,2022-12-24 04:01:39
7071,20-30,2022-12-24 05:01:39
7085,20-35,2022-12-24 04:01:39
7080,20-30,2022-12-24 04:01:39
7086,15-25,2022-12-24 04:01:39
7088,20-30,2022-12-24 04:01:39
7097,15-30,2022-12-24 04:01:40
7101,20-30,2022-12-24 04:01:40
7089,12-24,2022-12-24 04:01:39
7095,12-24,2022-12-24 04:01:40
7093,15-27,2022-12-24 04:01:40
7098,15-30,2022-12-24 04:01:40
7092,20-30,2022-12-24 04:01:39
7102,20-32,2022-12-24 04:01:40
7096,20-30,2022-12-24 04:01:40
7090,15-25,2022-12-24 04:01:39
7094,18-30,2022-12-24 04:01:40
7087,15-25,2022-12-24 04:01:39
7091,20-30,2022-12-24 04:01:39
7100,20-30,2022-12-24 04:01:40
7103,18-28,2022-12-24 04:01:40
7108,18-30,2022-12-24 04:01:40
7116,20-26,2022-12-24 04:01:40
7121,25-37,2022-12-24 04:01:41
7104,20-30,2022-12-24 04:01:40
7112,19-31,2022-12-24 04:01:40
7106,20-30,2022-12-24 04:01:40
7113,20-32,2022-12-24 04:01:40
7111,15-25,2022-12-24 04:01:41
7115,20-32,2022-12-24 04:01:40
7114,12-24,2022-12-24 04:01:40
7123,20-30,2022-12-24 04:01:41
7105,20-30,2022-12-24 04:01:40
7124,20-35,2022-12-24 04:01:41
7128,20-32,2022-12-24 04:01:41
7120,20-30,2022-12-24 04:01:41
7126,16-28,2022-12-24 04:01:41
7130,20-30,2022-12-24 04:01:41
7135,17-29,2022-12-24 04:01:41
7127,19-31,2022-12-24 04:01:41
7137,20-32,2022-12-24 04:01:41
7134,20-30,2022-12-24 04:01:41
7138,15-25,2022-12-24 05:01:41
7144,12-24,2022-12-24 04:01:41
7122,20-32,2022-12-24 04:01:41
7129,12-24,2022-12-24 04:01:41
7132,20-30,2022-12-24 04:01:41
7142,18-30,2022-12-24 04:01:41
7156,20-30,2022-12-24 04:01:42
7149,14-24,2022-12-24 04:01:42
7161,15-25,2022-12-24 04:01:42
7143,20-30,2022-12-24 04:01:41
7160,15-25,2022-12-24 04:01:42
7148,12-24,2022-12-24 04:01:41
7145,15-27,2022-12-24 04:01:41
7157,15-30,2022-12-24 04:01:42
7147,15-25,2022-12-24 04:01:42
7136,17-29,2022-12-24 04:01:41
7162,20-35,2022-12-24 04:01:42
7165,20-30,2022-12-24 04:01:42
7168,20-30,2022-12-24 04:01:42
7166,20-30,2022-12-24 04:01:42
7163,17-27,2022-12-24 04:01:42
7167,20-30,2022-12-24 04:01:42
7170,18-28,2022-12-24 04:01:42
7155,20-30,2022-12-24 04:01:42
7172,12-24,2022-12-24 04:01:42
7169,15-30,2022-12-24 04:01:42
7125,20-30,2022-12-24 04:01:41
7171,20-30,2022-12-24 04:01:42
7173,20-30,2022-12-24 04:01:42
7175,18-28,2022-12-24 04:01:42
7174,12-24,2022-12-24 04:01:42
7164,20-30,2022-12-24 04:01:42
7178,15-25,2022-12-24 04:01:43
7176,12-22,2022-12-24 04:01:42
7179,15-25,2022-12-24 04:01:43
7181,15-30,2022-12-24 04:01:43
7186,20-30,2022-12-24 04:01:43
7177,15-25,2022-12-24 04:01:42
7184,20-30,2022-12-24 04:01:43
7180,15-25,2022-12-24 04:01:43
7196,17-29,2022-12-24 04:01:43
7182,20-30,2022-12-24 04:01:43
7187,20-30,2022-12-24 04:01:43
7190,15-25,2022-12-24 04:01:43
7183,25-40,2022-12-24 04:01:43
7191,15-25,2022-12-24 04:01:43
7189,20-30,2022-12-24 04:01:43
7185,20-29,2022-12-24 04:01:43
7188,25-35,2022-12-24 04:01:43
7194,20-35,2022-12-24 04:01:43
7205,20-30,2022-12-24 04:01:44
7201,15-25,2022-12-24 04:01:44
7197,20-32,2022-12-24 04:01:43
7195,20-32,2022-12-24 04:01:43
7193,20-30,2022-12-24 04:01:43
7204,20-30,2022-12-24 04:01:44
7192,17-27,2022-12-24 04:01:43
7206,20-30,2022-12-24 04:01:44
7208,20-30,2022-12-24 04:01:44
7207,20-30,2022-12-24 04:01:44
7210,20-30,2022-12-24 04:01:44
7202,20-30,2022-12-24 04:01:44
7211,15-25,2022-12-24 04:01:44
7212,15-25,2022-12-24 04:01:44
7214,30-40,2022-12-24 04:01:44
7216,15-25,2022-12-24 04:01:44
7218,20-30,2022-12-24 04:01:44
7213,20-30,2022-12-24 04:01:44
7217,15-25,2022-12-24 04:01:44
7215,30-40,2022-12-24 04:01:44
7219,20-35,2022-12-24 04:01:44
7224,20-30,2022-12-24 04:01:44
7222,20-30,2022-12-24 04:01:44
7200,20-30,2022-12-24 04:01:43
7203,20-30,2022-12-24 04:01:44
7223,20-30,2022-12-24 04:01:45
7209,20-30,2022-12-24 04:01:44
7221,25-35,2022-12-24 04:01:44
7228,30-40,2022-12-24 04:01:45
7220,20-30,2022-12-24 04:01:44
7226,,2022-12-24 04:02:13
7227,20-30,2022-12-24 04:01:44
7225,20-30,2022-12-24 04:01:44
7229,20-30,2022-12-24 04:01:45
7230,20-30,2022-12-24 04:01:45
7231,20-30,2022-12-24 04:01:45
7232,20-30,2022-12-24 04:01:45
7235,20-30,2022-12-24 04:01:45
7233,20-30,2022-12-24 04:01:45
7236,20-30,2022-12-24 04:01:45
7234,,2022-12-24 04:02:14
7239,20-30,2022-12-24 04:01:45
7237,20-30,2022-12-24 04:01:45
