store, eta, time
5671,14-24,2022-12-24 07:00:42
5675,30-40,2022-12-24 07:00:42
5684,15-25,2022-12-24 07:00:43
5676,13-23,2022-12-24 07:00:42
5688,20-30,2022-12-24 07:00:43
5682,12-27,2022-12-24 07:00:43
5686,20-30,2022-12-24 07:00:43
5693,15-25,2022-12-24 07:00:43
5692,15-25,2022-12-24 07:00:43
5694,25-35,2022-12-24 07:00:43
5702,15-25,2022-12-24 07:00:43
5701,15-25,2022-12-24 07:00:43
5696,10-20,2022-12-24 07:00:43
5711,15-25,2022-12-24 07:00:43
5708,15-30,2022-12-24 07:00:43
5707,20-30,2022-12-24 07:00:43
5712,17-27,2022-12-24 07:00:43
5710,15-25,2022-12-24 07:00:43
5706,17-27,2022-12-24 07:00:43
5705,17-27,2022-12-24 07:00:43
5700,14-24,2022-12-24 07:00:43
5703,20-30,2022-12-24 07:00:43
5709,12-27,2022-12-24 07:00:43
5714,17-27,2022-12-24 07:00:44
5718,14-24,2022-12-24 07:00:44
5717,12-22,2022-12-24 07:00:44
5713,15-25,2022-12-24 07:00:43
5720,,2022-12-24 06:55:48
5722,15-25,2022-12-24 07:00:44
5719,30-40,2022-12-24 07:00:44
5715,15-25,2022-12-24 07:00:44
5727,15-25,2022-12-24 07:00:44
5721,14-24,2022-12-24 07:00:44
5726,15-25,2022-12-24 07:00:44
5723,12-22,2022-12-24 07:00:44
5732,20-30,2022-12-24 07:00:44
5731,15-25,2022-12-24 07:00:44
5728,15-25,2022-12-24 07:00:44
5730,20-30,2022-12-24 07:00:44
5725,15-25,2022-12-24 07:00:44
5729,15-25,2022-12-24 07:00:44
5740,19-29,2022-12-24 07:00:45
5737,20-30,2022-12-24 07:00:44
5739,15-25,2022-12-24 07:00:44
5735,15-25,2022-12-24 07:00:44
5738,15-25,2022-12-24 07:00:44
5736,17-27,2022-12-24 07:00:42
5742,15-25,2022-12-24 07:00:45
5743,13-23,2022-12-24 07:00:45
5741,12-22,2022-12-24 07:00:44
5748,,2022-12-24 07:01:14
5744,15-25,2022-12-24 07:00:45
5746,15-15,2022-12-24 07:00:45
5733,13-23,2022-12-24 07:00:44
5749,15-25,2022-12-24 07:00:45
5750,20-30,2022-12-24 07:00:45
5745,15-30,2022-12-24 07:00:45
5747,15-25,2022-12-24 07:00:45
5754,20-30,2022-12-24 07:00:45
5751,20-30,2022-12-24 07:00:45
5755,15-25,2022-12-24 07:00:45
5752,20-30,2022-12-24 07:00:45
5753,20-30,2022-12-24 07:00:45
5759,15-25,2022-12-24 07:00:45
5758,15-25,2022-12-24 07:00:45
5756,20-30,2022-12-24 07:00:45
5757,15-25,2022-12-24 07:00:45
5761,20-30,2022-12-24 07:00:46
5760,25-35,2022-12-24 07:00:45
5769,15-25,2022-12-24 07:00:46
5775,,2022-12-24 07:01:15
5762,16-31,2022-12-24 07:00:46
5767,15-25,2022-12-24 07:00:46
5773,,2022-12-24 07:01:15
5770,30-40,2022-12-24 07:00:46
5774,15-25,2022-12-24 07:00:46
5768,20-30,2022-12-24 07:00:46
5771,,2022-12-24 07:01:15
5763,30-40,2022-12-24 07:00:46
5764,15-25,2022-12-24 07:00:46
5779,20-30,2022-12-24 07:00:46
5765,20-30,2022-12-24 07:00:46
5777,20-30,2022-12-24 07:00:46
5786,15-25,2022-12-24 07:00:47
5772,15-25,2022-12-24 07:00:46
5784,12-27,2022-12-24 07:00:47
5783,20-30,2022-12-24 07:00:46
5781,15-25,2022-12-24 07:00:46
5785,20-30,2022-12-24 07:00:47
5778,20-30,2022-12-24 07:00:46
5766,20-30,2022-12-24 07:00:46
5787,20-30,2022-12-24 07:00:46
5776,20-30,2022-12-24 07:00:46
5788,21-31,2022-12-24 07:00:47
5782,20-30,2022-12-24 07:00:47
5780,17-27,2022-12-24 07:00:46
5794,20-30,2022-12-24 07:00:47
5800,15-25,2022-12-24 06:00:47
5793,13-23,2022-12-24 07:00:47
5804,15-25,2022-12-24 06:00:47
5791,17-27,2022-12-24 07:00:47
5806,15-25,2022-12-24 06:00:47
5795,20-30,2022-12-24 07:00:47
5801,15-25,2022-12-24 06:00:47
5805,20-30,2022-12-24 06:00:47
5797,13-23,2022-12-24 07:00:47
5814,15-25,2022-12-24 06:00:48
5807,15-25,2022-12-24 06:00:47
5810,13-23,2022-12-24 07:00:47
5816,12-27,2022-12-24 06:00:48
5817,12-27,2022-12-24 06:00:48
5819,15-25,2022-12-24 06:00:48
5813,20-30,2022-12-24 06:00:47
5812,20-30,2022-12-24 06:00:47
5818,15-25,2022-12-24 06:00:48
5821,,2022-12-24 06:01:17
5820,12-27,2022-12-24 06:00:48
5822,12-22,2022-12-24 06:00:48
5790,15-25,2022-12-24 07:00:47
5825,12-27,2022-12-24 06:00:48
5834,16-26,2022-12-24 06:00:48
5832,15-25,2022-12-24 06:00:48
5830,15-25,2022-12-24 06:00:48
5833,15-25,2022-12-24 06:00:48
5826,12-27,2022-12-24 06:00:48
5808,15-25,2022-12-24 06:00:47
5815,20-30,2022-12-24 06:00:48
5811,20-30,2022-12-24 06:00:47
5828,12-27,2022-12-24 06:00:48
5841,15-25,2022-12-24 06:00:49
5852,15-25,2022-12-24 06:00:49
5845,15-25,2022-12-24 06:00:49
5844,15-30,2022-12-24 06:00:49
5802,15-25,2022-12-24 06:00:47
5843,25-40,2022-12-24 06:00:49
5851,20-30,2022-12-24 06:00:49
5829,14-24,2022-12-24 06:00:48
5831,15-25,2022-12-24 06:00:48
5835,15-25,2022-12-24 06:00:49
5840,14-24,2022-12-24 06:00:49
5855,20-30,2022-12-24 06:00:49
5849,15-25,2022-12-24 06:00:49
5856,15-30,2022-12-24 06:00:49
5853,15-30,2022-12-24 06:00:49
5857,15-25,2022-12-24 06:00:49
5837,30-40,2022-12-24 06:00:48
5836,20-30,2022-12-24 06:00:48
5848,20-30,2022-12-24 06:00:51
5847,20-30,2022-12-24 06:00:49
5842,15-25,2022-12-24 06:00:49
5838,20-30,2022-12-24 06:00:48
5846,20-30,2022-12-24 06:00:49
5858,20-30,2022-12-24 06:00:49
5865,20-30,2022-12-24 06:00:49
5870,,2022-12-24 06:01:18
5864,15-25,2022-12-24 06:00:49
5859,15-25,2022-12-24 06:00:49
5867,20-25,2022-12-24 06:00:50
5866,15-25,2022-12-24 06:00:50
5860,15-25,2022-12-24 06:00:50
5863,15-25,2022-12-24 06:00:49
5854,15-25,2022-12-24 06:00:49
5868,13-23,2022-12-24 06:00:50
5869,20-30,2022-12-24 06:00:50
5875,17-27,2022-12-24 06:00:50
5876,20-30,2022-12-24 06:00:50
5872,,2022-12-24 06:01:07
5883,20-30,2022-12-24 06:00:50
5874,15-25,2022-12-24 06:00:50
5873,,2022-12-24 06:01:19
5877,20-30,2022-12-24 06:00:50
5871,19-29,2022-12-24 06:00:50
5880,15-25,2022-12-24 06:00:50
5879,15-25,2022-12-24 06:00:50
5887,20-30,2022-12-24 06:00:51
5884,13-28,2022-12-24 06:00:50
5881,15-25,2022-12-24 06:00:50
5885,,2022-12-24 06:01:19
5888,20-30,2022-12-24 06:00:51
5886,20-30,2022-12-24 06:00:51
5889,13-23,2022-12-24 06:00:51
5882,15-25,2022-12-24 06:00:50
5891,20-30,2022-12-24 06:00:51
5890,16-26,2022-12-24 06:00:51
5892,20-30,2022-12-24 06:00:51
5895,15-28,2022-12-24 06:00:51
5898,30-40,2022-12-24 06:00:51
5893,20-30,2022-12-24 06:00:51
5897,15-25,2022-12-24 06:00:51
5896,15-28,2022-12-24 06:00:51
5894,20-30,2022-12-24 06:00:51
5878,20-30,2022-12-24 06:00:50
5901,15-25,2022-12-24 06:00:51
5905,15-25,2022-12-24 06:00:51
5908,15-25,2022-12-24 06:00:51
5903,15-25,2022-12-24 06:00:51
5906,13-23,2022-12-24 06:00:51
5911,15-25,2022-12-24 06:00:51
5912,9-19,2022-12-24 06:00:51
5907,15-25,2022-12-24 06:00:51
5916,11-21,2022-12-24 06:00:52
5917,13-23,2022-12-24 06:00:51
5910,15-25,2022-12-24 06:00:51
5913,15-25,2022-12-24 06:00:51
5921,15-25,2022-12-24 06:00:52
5924,19-29,2022-12-24 06:00:52
5922,15-25,2022-12-24 06:00:52
5920,14-24,2022-12-24 06:00:52
5925,15-25,2022-12-24 06:00:52
5930,15-30,2022-12-24 06:00:52
5931,12-22,2022-12-24 06:00:52
5926,15-25,2022-12-24 06:00:52
5932,15-25,2022-12-24 06:00:52
5927,15-25,2022-12-24 06:00:52
5933,15-25,2022-12-24 06:00:52
5934,15-25,2022-12-24 06:00:52
5935,11-21,2022-12-24 06:00:52
5914,15-25,2022-12-24 06:00:51
5944,16-26,2022-12-24 06:00:53
5940,15-30,2022-12-24 06:00:53
5945,16-26,2022-12-24 06:00:53
5928,10-20,2022-12-24 06:00:52
5939,14-24,2022-12-24 06:00:52
5941,12-22,2022-12-24 06:00:53
5949,15-25,2022-12-24 06:00:53
5942,12-22,2022-12-24 06:00:52
5929,15-25,2022-12-24 06:00:52
5946,15-25,2022-12-24 06:00:53
5953,14-24,2022-12-24 06:00:53
5936,15-25,2022-12-24 06:00:52
5954,11-21,2022-12-24 06:00:53
5955,15-25,2022-12-24 06:00:53
5958,15-25,2022-12-24 06:00:53
5957,12-22,2022-12-24 06:00:53
5960,10-20,2022-12-24 06:00:53
5961,8-18,2022-12-24 06:00:54
5943,15-25,2022-12-24 06:00:53
5964,15-25,2022-12-24 06:00:53
5965,15-25,2022-12-24 06:00:53
5969,15-30,2022-12-24 06:00:53
5968,,2022-12-24 06:01:22
5971,15-30,2022-12-24 06:00:53
5973,12-22,2022-12-24 06:00:54
5974,14-24,2022-12-24 06:00:54
5962,15-25,2022-12-24 06:00:53
5972,12-22,2022-12-24 06:00:53
5976,,2022-12-24 06:01:22
5967,15-25,2022-12-24 06:00:53
5975,20-30,2022-12-24 06:00:54
5979,15-25,2022-12-24 06:00:54
5982,40-50,2022-12-24 06:00:54
5985,26-36,2022-12-24 06:00:54
5984,13-23,2022-12-24 06:00:54
5988,13-23,2022-12-24 06:00:54
5978,15-25,2022-12-24 06:00:54
5986,15-25,2022-12-24 06:00:54
5992,40-50,2022-12-24 06:00:54
5990,,2022-12-24 06:01:23
5989,10-14,2022-12-24 06:00:54
5981,20-30,2022-12-24 06:00:54
6000,17-27,2022-12-24 06:00:54
5993,15-25,2022-12-24 06:00:54
5987,15-25,2022-12-24 06:00:54
5994,15-25,2022-12-24 06:00:54
6003,15-25,2022-12-24 05:00:54
6001,25-40,2022-12-24 05:00:55
6007,20-30,2022-12-24 05:00:55
6009,15-25,2022-12-24 07:00:55
6008,13-28,2022-12-24 07:00:55
6006,30-40,2022-12-24 05:00:55
6004,25-40,2022-12-24 05:00:55
6012,15-28,2022-12-24 07:00:55
5980,8-18,2022-12-24 06:00:54
6015,13-23,2022-12-24 07:00:55
6005,15-25,2022-12-24 05:00:55
6017,15-25,2022-12-24 07:00:55
6013,20-30,2022-12-24 07:00:55
6002,30-40,2022-12-24 05:00:55
6014,15-25,2022-12-24 07:00:55
6018,20-30,2022-12-24 07:00:55
6019,22-37,2022-12-24 05:00:55
5995,15-25,2022-12-24 06:00:54
6026,15-25,2022-12-24 07:00:55
6020,28-38,2022-12-24 05:00:55
6030,25-35,2022-12-24 05:00:56
6024,13-23,2022-12-24 07:00:55
6029,13-18,2022-12-24 07:00:55
6016,12-22,2022-12-24 07:00:55
6033,30-40,2022-12-24 07:00:55
6034,20-30,2022-12-24 07:00:55
6032,20-30,2022-12-24 07:00:55
6035,15-30,2022-12-24 05:00:56
6010,14-24,2022-12-24 05:00:55
6040,15-25,2022-12-24 05:00:56
6039,17-27,2022-12-24 07:00:56
6045,20-30,2022-12-24 07:00:56
6038,15-25,2022-12-24 07:00:56
6041,15-25,2022-12-24 05:00:56
6043,20-30,2022-12-24 07:00:56
6042,25-35,2022-12-24 05:00:56
6031,14-24,2022-12-24 05:00:56
6037,20-30,2022-12-24 07:00:56
6036,13-23,2022-12-24 07:00:56
6046,15-25,2022-12-24 07:00:56
6050,20-29,2022-12-24 05:00:56
6053,20-30,2022-12-24 07:00:56
6055,20-30,2022-12-24 05:00:56
6058,15-25,2022-12-24 07:00:56
6054,15-25,2022-12-24 07:00:56
6052,15-25,2022-12-24 07:00:56
6059,20-30,2022-12-24 05:00:57
6051,22-32,2022-12-24 05:00:56
6060,22-32,2022-12-24 05:00:57
6056,20-30,2022-12-24 07:00:56
6049,15-25,2022-12-24 07:00:56
6048,15-25,2022-12-24 07:00:56
5902,15-25,2022-12-24 06:00:51
6061,25-35,2022-12-24 07:00:57
6065,19-29,2022-12-24 07:00:57
6062,15-25,2022-12-24 07:00:57
6064,20-25,2022-12-24 07:00:57
6063,20-30,2022-12-24 07:00:57
6066,20-30,2022-12-24 07:00:57
6071,15-25,2022-12-24 07:00:57
6069,20-30,2022-12-24 07:00:57
6070,15-25,2022-12-24 07:00:57
6074,15-25,2022-12-24 07:00:57
6079,15-25,2022-12-24 07:00:57
6080,15-25,2022-12-24 07:00:57
6057,14-24,2022-12-24 07:00:56
6078,35-45,2022-12-24 07:00:57
6085,45-55,2022-12-24 07:00:58
6077,16-31,2022-12-24 07:00:57
6083,15-25,2022-12-24 07:00:57
6068,13-23,2022-12-24 07:00:57
6082,30-40,2022-12-24 07:00:57
6094,20-30,2022-12-24 07:00:58
6084,20-30,2022-12-24 07:00:58
6086,15-25,2022-12-24 07:00:58
6089,13-23,2022-12-24 07:00:58
6088,20-30,2022-12-24 07:00:58
6081,18-28,2022-12-24 07:00:58
6092,13-23,2022-12-24 07:00:58
6096,12-22,2022-12-24 07:00:58
6098,22-32,2022-12-24 05:00:58
6095,15-25,2022-12-24 07:00:58
6097,14-29,2022-12-24 07:00:58
6099,25-40,2022-12-24 05:00:58
6067,20-30,2022-12-24 07:00:57
6100,25-35,2022-12-24 07:00:58
6101,15-25,2022-12-24 06:00:59
6105,15-25,2022-12-24 06:00:59
6103,15-27,2022-12-24 06:00:58
6104,15-25,2022-12-24 06:00:58
6106,20-30,2022-12-24 07:00:58
6072,20-30,2022-12-24 07:00:57
6108,20-30,2022-12-24 07:00:58
6113,,2022-12-24 06:01:27
6110,20-30,2022-12-24 06:00:59
6102,15-25,2022-12-24 06:01:02
6111,15-25,2022-12-24 06:00:59
6115,20-30,2022-12-24 07:00:59
6112,20-35,2022-12-24 06:00:59
6109,15-25,2022-12-24 07:00:58
6126,20-30,2022-12-24 06:00:59
6121,15-25,2022-12-24 06:00:59
6120,20-30,2022-12-24 06:00:59
6119,15-25,2022-12-24 06:01:03
6123,20-30,2022-12-24 06:00:59
6117,20-30,2022-12-24 07:00:59
6132,15-25,2022-12-24 06:01:00
6124,20-35,2022-12-24 06:00:59
6122,20-30,2022-12-24 06:00:59
6129,12-27,2022-12-24 06:00:59
6128,20-30,2022-12-24 06:00:59
6130,20-30,2022-12-24 06:00:59
6133,20-30,2022-12-24 07:00:59
6135,15-25,2022-12-24 06:01:03
6136,15-25,2022-12-24 06:01:00
6131,25-35,2022-12-24 06:00:59
6140,15-25,2022-12-24 05:01:00
6137,14-24,2022-12-24 06:01:00
6139,19-29,2022-12-24 07:01:00
6143,15-25,2022-12-24 07:01:00
6141,15-25,2022-12-24 06:01:00
6125,20-30,2022-12-24 06:00:59
6118,20-30,2022-12-24 07:00:59
6134,13-23,2022-12-24 06:01:00
6146,,2022-12-24 06:01:29
6142,14-24,2022-12-24 07:01:00
6145,15-25,2022-12-24 06:01:00
6148,21-31,2022-12-24 06:01:00
6152,12-27,2022-12-24 06:01:00
6153,20-25,2022-12-24 07:01:00
6147,12-27,2022-12-24 06:01:00
6150,15-25,2022-12-24 06:01:00
6149,12-27,2022-12-24 06:01:00
6155,15-25,2022-12-24 05:01:00
6157,15-25,2022-12-24 07:01:00
6162,20-30,2022-12-24 07:01:01
6154,15-25,2022-12-24 07:01:00
6156,30-40,2022-12-24 06:01:01
6127,15-25,2022-12-24 06:00:59
6165,,2022-12-24 07:01:30
6163,15-25,2022-12-24 06:01:01
6166,20-35,2022-12-24 06:01:01
6167,16-26,2022-12-24 07:01:01
6160,20-30,2022-12-24 06:01:01
6158,15-25,2022-12-24 06:01:00
6164,15-25,2022-12-24 07:01:01
6168,30-40,2022-12-24 06:01:01
6151,30-40,2022-12-24 06:01:00
6173,20-30,2022-12-24 06:01:01
6172,25-35,2022-12-24 07:01:01
6176,17-27,2022-12-24 06:01:01
6180,13-23,2022-12-24 06:01:01
6177,30-40,2022-12-24 06:01:01
6178,20-30,2022-12-24 07:01:01
6169,15-25,2022-12-24 06:01:01
6182,20-30,2022-12-24 07:01:01
6161,25-35,2022-12-24 06:01:01
6179,20-30,2022-12-24 07:01:01
6183,15-25,2022-12-24 06:01:01
6181,20-30,2022-12-24 06:01:01
6190,12-22,2022-12-24 06:01:02
6186,,2022-12-24 07:01:30
6185,12-27,2022-12-24 07:01:01
6184,15-25,2022-12-24 07:01:02
6188,15-25,2022-12-24 06:01:02
6192,15-30,2022-12-24 07:01:02
6187,15-25,2022-12-24 07:01:02
6196,20-30,2022-12-24 07:01:02
6195,17-27,2022-12-24 05:01:02
6204,18-23,2022-12-24 05:01:02
6201,15-25,2022-12-24 05:01:02
6191,20-30,2022-12-24 06:01:02
6200,15-25,2022-12-24 05:01:02
6197,20-30,2022-12-24 07:01:02
6203,20-30,2022-12-24 05:01:03
6193,20-30,2022-12-24 06:01:02
6198,15-25,2022-12-24 05:01:02
6202,13-23,2022-12-24 05:01:02
6205,18-28,2022-12-24 05:01:02
6206,18-23,2022-12-24 05:01:03
6211,30-40,2022-12-24 05:01:03
6208,15-25,2022-12-24 05:01:03
6209,20-30,2022-12-24 05:01:03
6219,20-30,2022-12-24 05:01:03
6210,15-25,2022-12-24 05:01:03
6212,20-30,2022-12-24 05:01:03
6215,30-40,2022-12-24 05:01:03
6213,30-40,2022-12-24 05:01:03
6214,30-40,2022-12-24 05:01:03
6218,20-30,2022-12-24 05:01:03
6217,24-34,2022-12-24 05:01:03
6216,25-35,2022-12-24 05:01:03
6207,13-23,2022-12-24 05:01:02
6222,25-35,2022-12-24 05:01:03
6221,24-34,2022-12-24 05:01:03
6226,31-37,2022-12-24 05:01:03
6228,15-25,2022-12-24 05:01:03
6225,20-30,2022-12-24 05:01:03
6220,30-40,2022-12-24 05:01:03
6233,11-21,2022-12-24 05:01:04
6232,15-25,2022-12-24 05:01:04
6224,30-40,2022-12-24 05:01:03
6229,15-30,2022-12-24 05:01:04
6223,20-30,2022-12-24 05:01:03
6241,15-25,2022-12-24 05:01:04
6231,17-27,2022-12-24 05:01:04
6230,31-36,2022-12-24 05:01:03
6235,25-35,2022-12-24 05:01:04
6227,15-25,2022-12-24 05:01:03
6243,15-25,2022-12-24 05:01:04
6234,30-40,2022-12-24 05:01:04
6239,18-28,2022-12-24 05:01:04
6248,15-25,2022-12-24 05:01:04
6238,30-40,2022-12-24 05:01:04
6247,15-25,2022-12-24 05:01:04
6236,15-25,2022-12-24 05:01:04
6240,15-25,2022-12-24 05:01:04
6237,25-32,2022-12-24 05:01:04
6245,18-23,2022-12-24 05:01:04
6246,13-23,2022-12-24 05:01:04
6251,11-21,2022-12-24 05:01:04
6249,20-30,2022-12-24 05:01:04
6252,15-25,2022-12-24 05:01:04
6260,20-30,2022-12-24 05:01:05
6259,11-21,2022-12-24 05:01:05
6256,20-30,2022-12-24 05:01:05
6253,13-23,2022-12-24 05:01:04
6254,17-27,2022-12-24 05:01:04
6257,20-30,2022-12-24 05:01:05
6261,13-23,2022-12-24 05:01:05
6258,15-25,2022-12-24 05:01:05
6272,25-35,2022-12-24 05:01:05
6273,14-24,2022-12-24 05:01:05
6262,13-23,2022-12-24 05:01:05
6266,25-35,2022-12-24 05:01:05
6267,15-25,2022-12-24 05:01:05
6276,20-30,2022-12-24 05:01:05
6263,12-22,2022-12-24 05:01:05
6255,10-20,2022-12-24 05:01:04
6271,15-25,2022-12-24 05:01:05
6279,30-40,2022-12-24 05:01:05
6275,20-30,2022-12-24 05:01:05
6274,20-30,2022-12-24 05:01:05
6280,20-30,2022-12-24 05:01:06
6270,13-23,2022-12-24 05:01:05
6265,20-30,2022-12-24 05:01:05
6277,30-40,2022-12-24 05:01:05
6283,20-30,2022-12-24 05:01:06
6278,20-30,2022-12-24 05:01:06
6281,15-25,2022-12-24 05:01:05
6284,20-30,2022-12-24 05:01:06
6292,15-25,2022-12-24 05:01:06
6293,14-24,2022-12-24 05:01:06
6289,20-30,2022-12-24 05:01:06
6286,15-25,2022-12-24 05:01:06
6294,15-25,2022-12-24 05:01:06
6291,20-30,2022-12-24 05:01:09
6290,18-28,2022-12-24 05:01:06
6285,25-35,2022-12-24 05:01:06
6301,20-30,2022-12-24 06:01:06
6296,9-19,2022-12-24 05:01:06
6304,23-33,2022-12-24 05:01:06
6299,17-27,2022-12-24 05:01:06
6308,13-23,2022-12-24 06:01:06
6312,12-27,2022-12-24 07:01:07
6311,20-30,2022-12-24 06:01:07
6303,17-27,2022-12-24 06:01:06
6302,20-30,2022-12-24 06:01:06
6305,15-25,2022-12-24 06:01:06
6306,20-30,2022-12-24 06:01:06
6297,18-28,2022-12-24 05:01:06
6310,12-27,2022-12-24 06:01:08
6313,15-25,2022-12-24 06:01:07
6316,20-30,2022-12-24 06:01:07
6307,20-30,2022-12-24 06:01:06
6315,20-30,2022-12-24 06:01:07
6318,20-30,2022-12-24 06:01:07
6319,20-30,2022-12-24 07:01:07
6328,20-30,2022-12-24 06:01:07
6325,20-21,2022-12-24 06:01:07
6322,14-24,2022-12-24 06:01:07
6326,17-27,2022-12-24 06:01:07
6334,30-40,2022-12-24 05:01:07
6337,10-20,2022-12-24 05:01:07
6332,12-22,2022-12-24 05:01:07
6338,20-30,2022-12-24 05:01:07
6324,13-23,2022-12-24 06:01:07
6341,20-30,2022-12-24 06:01:08
6344,20-30,2022-12-24 05:01:08
6340,20-30,2022-12-24 06:01:07
6347,20-30,2022-12-24 06:01:08
6335,20-30,2022-12-24 05:01:07
6336,25-40,2022-12-24 05:01:07
6300,20-30,2022-12-24 06:01:06
6309,20-30,2022-12-24 06:01:07
6339,30-40,2022-12-24 05:01:08
6348,15-25,2022-12-24 05:01:08
6345,20-30,2022-12-24 06:01:08
6351,20-30,2022-12-24 06:01:08
6350,20-30,2022-12-24 06:01:08
6329,14-24,2022-12-24 06:01:07
6342,13-23,2022-12-24 05:01:08
6346,20-30,2022-12-24 06:01:08
6343,20-30,2022-12-24 06:01:07
6364,20-25,2022-12-24 06:01:09
6357,15-25,2022-12-24 05:01:08
6355,11-21,2022-12-24 05:01:08
6362,13-23,2022-12-24 05:01:08
6349,20-30,2022-12-24 05:01:08
6363,15-25,2022-12-24 05:01:09
6358,30-40,2022-12-24 05:01:08
6353,30-40,2022-12-24 05:01:08
6359,20-30,2022-12-24 05:01:08
6376,20-30,2022-12-24 06:01:09
6371,18-28,2022-12-24 05:01:09
6369,20-30,2022-12-24 05:01:09
6370,20-30,2022-12-24 05:01:09
6378,30-40,2022-12-24 06:01:09
6368,15-30,2022-12-24 05:01:09
6372,15-25,2022-12-24 05:01:09
6375,20-30,2022-12-24 06:01:09
6373,20-30,2022-12-24 06:01:09
6379,20-35,2022-12-24 06:01:09
6377,20-30,2022-12-24 06:01:09
6382,20-30,2022-12-24 06:01:09
6383,12-27,2022-12-24 06:01:09
6381,13-23,2022-12-24 06:01:09
6384,20-35,2022-12-24 06:01:09
6390,20-20,2022-12-24 06:01:09
6385,20-21,2022-12-24 06:01:09
6386,12-27,2022-12-24 06:01:09
6388,20-30,2022-12-24 06:01:10
6380,14-24,2022-12-24 06:01:09
6392,35-45,2022-12-24 06:01:10
6391,20-30,2022-12-24 06:01:09
6394,20-30,2022-12-24 06:01:10
6393,20-30,2022-12-24 06:01:10
6395,20-20,2022-12-24 06:01:10
6397,15-25,2022-12-24 06:01:10
6396,13-25,2022-12-24 06:01:10
6402,45-55,2022-12-24 06:01:10
6400,15-25,2022-12-24 06:01:10
6399,20-30,2022-12-24 06:01:10
6403,15-25,2022-12-24 06:01:10
6401,20-30,2022-12-24 06:01:10
6404,30-40,2022-12-24 06:01:10
6409,20-35,2022-12-24 06:01:10
6413,13-23,2022-12-24 06:01:11
6408,19-34,2022-12-24 06:01:10
6406,20-30,2022-12-24 06:01:11
6405,20-30,2022-12-24 06:01:10
6411,18-28,2022-12-24 06:01:11
6410,20-25,2022-12-24 06:01:10
6412,30-40,2022-12-24 06:01:11
6415,13-23,2022-12-24 06:01:10
6416,25-40,2022-12-24 06:01:11
6407,25-25,2022-12-24 06:01:10
6417,20-30,2022-12-24 06:01:11
6414,15-25,2022-12-24 06:01:10
6418,15-25,2022-12-24 06:01:11
6422,20-30,2022-12-24 06:01:11
6419,15-25,2022-12-24 06:01:11
6421,30-40,2022-12-24 06:01:11
6420,20-30,2022-12-24 06:01:11
6425,20-30,2022-12-24 06:01:11
6352,25-35,2022-12-24 06:01:08
6428,20-30,2022-12-24 06:01:11
6424,20-30,2022-12-24 06:01:12
6426,23-33,2022-12-24 06:01:11
6423,30-40,2022-12-24 06:01:11
6427,30-45,2022-12-24 06:01:11
6432,30-40,2022-12-24 06:01:11
6430,20-35,2022-12-24 06:01:11
6433,15-25,2022-12-24 06:01:11
6437,45-60,2022-12-24 06:01:12
6436,20-30,2022-12-24 06:01:12
6438,15-25,2022-12-24 06:01:12
6429,20-30,2022-12-24 06:01:11
6439,20-30,2022-12-24 06:01:12
6435,20-30,2022-12-24 06:01:11
6440,13-23,2022-12-24 06:01:12
6442,20-30,2022-12-24 06:01:12
6441,15-30,2022-12-24 06:01:12
6431,25-35,2022-12-24 06:01:11
6434,13-23,2022-12-24 06:01:11
6445,20-30,2022-12-24 06:01:12
6446,20-30,2022-12-24 06:01:12
6367,,2022-12-24 05:01:37
6447,20-30,2022-12-24 06:01:12
6450,30-40,2022-12-24 06:01:15
6454,30-40,2022-12-24 06:01:12
6456,20-30,2022-12-24 06:01:13
6453,20-30,2022-12-24 06:01:12
6452,12-22,2022-12-24 06:01:12
6443,20-30,2022-12-24 06:01:12
6455,20-30,2022-12-24 06:01:12
6457,15-25,2022-12-24 06:01:12
6451,20-35,2022-12-24 06:01:12
6460,30-40,2022-12-24 06:01:13
6444,35-45,2022-12-24 06:01:12
6448,20-35,2022-12-24 06:01:12
6458,20-35,2022-12-24 06:01:12
6459,20-30,2022-12-24 06:01:13
6464,15-25,2022-12-24 06:01:13
6462,12-22,2022-12-24 06:01:13
6461,20-30,2022-12-24 06:01:13
6465,20-35,2022-12-24 06:01:13
6463,12-22,2022-12-24 06:01:13
6467,18-28,2022-12-24 06:01:13
6469,30-40,2022-12-24 06:01:13
6466,15-25,2022-12-24 06:01:13
6468,20-30,2022-12-24 06:01:13
6470,30-40,2022-12-24 06:01:13
6472,30-40,2022-12-24 06:01:13
6473,30-40,2022-12-24 06:01:13
6476,25-35,2022-12-24 06:01:13
6471,30-45,2022-12-24 06:01:13
6479,20-25,2022-12-24 06:01:13
6482,20-35,2022-12-24 06:01:14
6480,20-30,2022-12-24 06:01:13
6474,30-45,2022-12-24 06:01:13
6475,29-44,2022-12-24 06:01:13
6478,45-60,2022-12-24 06:01:13
6484,15-25,2022-12-24 06:01:14
6481,20-35,2022-12-24 06:01:13
6366,20-35,2022-12-24 05:01:09
6360,12-22,2022-12-24 06:01:08
6354,15-25,2022-12-24 05:01:08
6356,14-24,2022-12-24 05:01:08
6365,11-21,2022-12-24 05:01:09
6485,30-40,2022-12-24 06:01:14
6487,20-30,2022-12-24 06:01:14
6477,20-30,2022-12-24 06:01:14
6488,30-45,2022-12-24 06:01:14
6492,13-23,2022-12-24 06:01:14
6493,15-25,2022-12-24 06:01:14
6494,15-25,2022-12-24 06:01:15
6483,14-29,2022-12-24 06:01:14
